Movie,Views,Sentiment,Total BO Collection
"Doctor G Official Trailer | Ayushmann K, Rakul P, Shefali S | Anubhuti Kashyap | In Cinemas 14th Oct",30680627,0.10278814935064935,440000000
No Problem (Theatrical Trailer),379794,0.1816527777777778,440000000
"Manmarziyaan Official Trailer | Abhishek Bachchan, Taapsee Pannu, Vicky Kaushal, Anurag Kashyap",23592107,0.15004464285714286,410000000
Wake Up Sid Trailer,698271,0.23633333333333334,470000000
No One Killed Jessica Trailer,18005,0,430000000
Mangal Pandey  The Rising 2005   Official Trailer   Aamir Khan   Rani Mukerji   NH Studioz,3505,0,510000000
&quot;SANAM RE&quot; Trailer | Pulkit Samrat | Yami Gautam | Urvashi Rautela | Divya Khosla Kumar | 12th Feb,14116580,0.17916666666666667,390000000
"Panga | Official Trailer | Kangana | Jassie | Richa | Dir: Ashwiny Iyer Tiwari |  24th Jan, 2020",54410320,0.05096874999999999,400000000
Dedh Ishqiya (Jan 2014) - Theatrical Trailer | Madhuri Dixit - Naseeruddin - Arshad Warsi - Huma,2757629,0.24954265873015874,430000000
"SARBJIT Theatrical Trailer | Aishwarya Rai Bachchan, Randeep Hooda, Omung Kumar | T-Series",10077547,0.08642248376623378,410000000
Fighter - Teaser | Hrithik Roshan | Deepika Padukone | Anil Kapoor | Siddharth Anand | 25 Jan 2024,4223264,0.16696428571428573,400000000
"Jawaani Jaaneman – Official Trailer | Saif Ali Khan, Tabu, Alaya F | Nitin K | 31st Jan 2020",32305636,0.06713690476190476,420000000
Jhoom Barabar Jhoom | Official Trailer | Abhishek Bachchan | Bobby Deol | Preity Zinta | Lara Dutta,401757,0.17142857142857143,480000000
Exclusive: Hate Story 2 Red Band Trailer | Jay Bhanushali | Surveen Chawla,19549542,0.11416666666666667,360000000
"Detective Byomkesh Bakshy | Official Trailer | Sushant Singh Rajput, Anand Tiwari | Dibakar Banerjee",6230024,0.2877287157287157,430000000
Tadap | Official Trailer | Ahan Shetty | Tara Sutaria | Sajid Nadiadwala | Milan Luthria | 2nd Dec,10977316,0.18375000000000002,330000000
Malamaal Weekly 2006 promo,42889,0.2333333333333333,410000000
"Raja Natwarlal Official Trailer   Emraan Hashmi, Humaima Malick   Releasing   August 29 1080p",544130,0.2147222222222222,440000000
"&quot;Singh Saab The Great Trailer&quot; Official | Sunny Deol, Amrita Rao, Prakash Raj, Urvashi Rautela",1448623,0.16499999999999998,380000000
Trailer - &#39;Ek Paheli Leela&#39; | Sunny Leone | T-Series,32099838,0.12125,360000000
Fashion - Trailer,505052,0.12341666666666669,380000000
The Hero: Love Story of a Spy (2003) Full Hindi Movie,11069455,0.16105263157894736,440000000
"Salaam Namaste | Official Trailer | Saif Ali Khan, Preity Zinta, Arshad Warsi | Siddharth Anand",104708,0.12916666666666665,550000000
Khakee: The Bihar Chapter | Official Trailer | Netflix India,60191761,0.0925,450000000
trailer karan arjun full hd 1080p,401866,0.307564935064935,360000000
Karthik Calling Karthik- Theatrical Trailer Exclusive!!!,785498,0.2391666666666667,380000000
Raabta Official Trailer |  Sushant Singh Rajput &amp; Kriti Sanon,44590511,0.4418968253968253,390000000
DHOBI GHAT (TRAILER),332365,0.03711507936507936,0
"Biwi No 1 - Official Trailer - Salman Khan, Karisma Kapoor &amp; Anil Kapoor",291500,0.2553571428571429,490000000
Maine Pyaar Kyun Kiya (HD) | Salman Khan | Arshad Warsi | Sushmita Sen | Bollywood Comedy Movies,96583,0.25499999999999995,450000000
Ek Thi Daayan - 1st Official Trailer,2748040,0.35886796536796534,400000000
Trailer - Teri Meri Kahaniyaan - HUM FILMS,627142,0.1335909090909091,510000000
Haunted - 3D (2011) - Theatrical Trailer,422208,0.06625,340000000
F.A.L.T.U - Official Trailer [HD] - F.A.L.T.U (2011) *HD* - Jackky Bhagnani &amp; Ritesh Deshmukh,738656,0.23776041666666664,340000000
Raaz 2 The Mystery Continues Theatrical Trailer 2,119150,0.20583333333333334,360000000
Daawat-e-Ishq | Official Trailer | Aditya Roy Kapur | Parineeti Chopra | Habib Faisal,4797293,0.11750000000000001,340000000
Jazbaa - Official Trailer | Irrfan Khan | Aishwarya Rai Bachchan | Bollywood Thriller Film,9829039,-0.005078125,420000000
"Rock On!! - Theatrical Trailer | Farhan Akhtar,Arjun Rampal,Shahana Goswami,Prachi Desai,Purab Kohli",295073,0.20076388888888888,350000000
Commando 2 | Official Trailer | Vidyut Jammwal | Adah Sharma | Esha Gupta | Freddy | 3rd March 2017,32376438,0.17197916666666666,390000000
"ROCKY HANDSOME Theatrical Trailer | John Abraham, Shruti Haasan | T-Series",8569143,0.18742187500000002,350000000
Gangs of Wasseypur Theatrical Trailer | Manoj Bajpai,1925717,0.0809090909090909,330000000
Go Goa Gone (Theatrical Trailer with English Subtitles) | Saif Ali Khan,900737,0.11520833333333333,380000000
JAAN E MAN TRAILER,17772,0.0,450000000
"Ishq (Not a Love Story) Movie Trailer | Teja Sajja, Priya Varrier | Mahathi Swara Sagar",4769971,0.16516666666666668,450000000
"Junglee Official Trailer | Vidyut Jammwal, Pooja Sawant &amp; Asha Bhat | Chuck Russell | 29th Mar 2019",44164139,0.10583333333333336,320000000
hum dil de chuke sanam trailer,159368,0.22444444444444442,510000000
Sarkar - Official Teaser [Tamil] | Thalapathy Vijay | Sun Pictures | A.R Murugadoss | A.R. Rahman,46818393,0.015,380000000
Katti Batti 2015 Hindi Movie Trailer  Kangana Imran&#39;s HD,232747,-0.015151515151515148,420000000
Mr. X Official Trailer 1 (2015) - Vikram Bhatt Movie HD,1902521,0.13125000000000003,370000000
Khoobsurat Official Trailer 1 (2014) - Sonam Kapoor Romantic Comedy HD,1245318,0.18633333333333335,530000000
Fighter - Teaser | Hrithik Roshan | Deepika Padukone | Anil Kapoor | Siddharth Anand | 25 Jan 2024,4223264,0.17821428571428571,410000000
"ENTHIRAN 4K Trailer | Digitally Remastered in 4K, Dolby Vision &amp; Atmos | Streaming Now on Sun NXT",656598,0.18708333333333332,2910000000
D-Day Trailer #1 (2019) | Movieclips Indie,247737,-0.0007622354497354544,390000000
Bombay Velvet Official Trailer 1 (2015) - Indian Drama HD,756208,0.07520833333333334,430000000
"Saand Ki Aankh | Official Trailer| Bhumi Pednekar, Taapsee Pannu | Tushar Hiranandani",689291,0.14908333333333335,310000000
Bhoothnath 2008   Official Trailer   Amitabh Bachchan   Shahrukh Khan   Juhi Chawla   NH Studioz 1,13312,0,370000000
